WKT,LANUV_ID,Leistung_k
"MULTIPOINT ((294149 5653020))",WEA_1807,600.00000000000
"MULTIPOINT ((306245 5606610))",WEA_1809,200.00000000000
"MULTIPOINT ((356102 5736600))",WEA_1810,500.00000000000
"MULTIPOINT ((410412 5655050))",WEA_1811,500.00000000000
"MULTIPOINT ((293752 5652870))",WEA_1814,600.00000000000
"MULTIPOINT ((293991 5653150))",WEA_1815,600.00000000000
"MULTIPOINT ((392501 5770450))",WEA_1816,500.00000000000
"MULTIPOINT ((357957 5719910))",WEA_1824,500.00000000000
"MULTIPOINT ((365787 5740190))",WEA_1843,600.00000000000
"MULTIPOINT ((366083 5740500))",WEA_1844,600.00000000000
"MULTIPOINT ((307462 5660450))",WEA_1856,1500.00000000000
"MULTIPOINT ((305108.265 5651840.265))",WEA_1865,1500.00000000000
"MULTIPOINT ((305486.401 5686090.186))",WEA_1868,1000.00000000000
"MULTIPOINT ((305659.28 5686049.607))",WEA_1869,1000.00000000000
"MULTIPOINT ((399391 5686900))",WEA_1870,1800.00000000000
"MULTIPOINT ((305421 5652260))",WEA_1872,600.00000000000
"MULTIPOINT ((392388 5770730))",WEA_1874,600.00000000000
"MULTIPOINT ((306428 5667420))",WEA_1875,1500.00000000000
"MULTIPOINT ((366980 5773420))",WEA_1878,600.00000000000
"MULTIPOINT ((367095 5773250))",WEA_1881,600.00000000000
"MULTIPOINT ((374513 5764980))",WEA_1904,1800.00000000000
"MULTIPOINT ((310371 5618470))",WEA_1906,600.00000000000
"MULTIPOINT ((288256 5658410))",WEA_1908,1800.00000000000
"MULTIPOINT ((288688 5658410))",WEA_1909,1800.00000000000
"MULTIPOINT ((360780 5756810))",WEA_1922,600.00000000000
"MULTIPOINT ((307671 5614830))",WEA_1938,1800.00000000000
"MULTIPOINT ((307579 5599850))",WEA_1951,1800.00000000000
"MULTIPOINT ((307807 5599680))",WEA_1952,1800.00000000000
"MULTIPOINT ((308092 5599970))",WEA_1955,1800.00000000000
"MULTIPOINT ((331246 5715770))",WEA_1975,1000.00000000000
"MULTIPOINT ((330619 5716550))",WEA_1976,1000.00000000000
"MULTIPOINT ((399288 5686100))",WEA_1977,1800.00000000000
"MULTIPOINT ((288450 5660390))",WEA_1979,1800.00000000000
"MULTIPOINT ((288185 5660220))",WEA_2007,1800.00000000000
"MULTIPOINT ((292980.895 5661599.405))",WEA_2010,1800.00000000000
"MULTIPOINT ((362013 5755250))",WEA_2018,800.00000000000
"MULTIPOINT ((317116 5722250))",WEA_2040,1000.00000000000
"MULTIPOINT ((342243 5617890))",WEA_2054,800.00000000000
"MULTIPOINT ((342936 5618260))",WEA_2055,800.00000000000
"MULTIPOINT ((372295.9375 5762623.8125))",WEA_2068,800.00000000000
"MULTIPOINT ((319698 5663240))",WEA_2077,2000.00000000000
"MULTIPOINT ((320100 5664620))",WEA_2078,2000.00000000000
"MULTIPOINT ((320194 5664890))",WEA_2079,2000.00000000000
"MULTIPOINT ((320340 5664510))",WEA_2080,2000.00000000000
"MULTIPOINT ((332768.0 5669611.8369))",WEA_2096,2000.00000000000
"MULTIPOINT ((333133.0 5669551.8369))",WEA_2097,2000.00000000000
"MULTIPOINT ((332786.0 5669951.8369))",WEA_2098,2000.00000000000
"MULTIPOINT ((333151.0 5669931.8369))",WEA_2099,2000.00000000000
"MULTIPOINT ((360558.079 5749069.851))",WEA_2104,800.00000000000
"MULTIPOINT ((353809 5747600))",WEA_2107,55.00000000000
"MULTIPOINT ((374913 5763740))",WEA_2110,600.00000000000
"MULTIPOINT ((375688 5754070))",WEA_2111,1000.00000000000
"MULTIPOINT ((290277 5653850))",WEA_2116,80.00000000000
"MULTIPOINT ((369960 5676330))",WEA_2118,600.00000000000
"MULTIPOINT ((318424 5584010))",WEA_2123,250.00000000000
"MULTIPOINT ((331596 5603830))",WEA_2161,1500.00000000000
"MULTIPOINT ((331941 5603850))",WEA_2162,1500.00000000000
"MULTIPOINT ((318185 5660490))",WEA_2168,1300.00000000000
"MULTIPOINT ((305191 5653660))",WEA_2170,500.00000000000
"MULTIPOINT ((305962.825 5667241.7501))",WEA_2198,1500.00000000000
"MULTIPOINT ((299900 5645560))",WEA_2205,1000.00000000000
"MULTIPOINT ((319841 5663880))",WEA_2219,1500.00000000000
"MULTIPOINT ((320183 5663760))",WEA_2220,1500.00000000000
"MULTIPOINT ((324435 5650230))",WEA_2222,1500.00000000000
"MULTIPOINT ((298264 5646340))",WEA_2227,1500.00000000000
"MULTIPOINT ((356154.846 5758170.367))",WEA_2230,1500.00000000000
"MULTIPOINT ((298527 5646040))",WEA_2234,1500.00000000000
"MULTIPOINT ((361830 5754670))",WEA_2235,1500.00000000000
"MULTIPOINT ((357366 5739520))",WEA_2240,1500.00000000000
"MULTIPOINT ((298724 5651710))",WEA_2257,75.00000000000
"MULTIPOINT ((314165 5599930))",WEA_2276,1500.00000000000
"MULTIPOINT ((314544 5600120))",WEA_2277,1500.00000000000
"MULTIPOINT ((310684 5681050))",WEA_2278,1000.00000000000
"MULTIPOINT ((375884 5744840))",WEA_2285,55.00000000000
"MULTIPOINT ((373692 5753040))",WEA_2287,55.00000000000
"MULTIPOINT ((299002 5646520))",WEA_2296,1000.00000000000
"MULTIPOINT ((299586 5646430))",WEA_2297,750.00000000000
"MULTIPOINT ((299724 5646260))",WEA_2298,750.00000000000
"MULTIPOINT ((392671 5764210))",WEA_2313,1000.00000000000
"MULTIPOINT ((318534 5660690))",WEA_2326,1300.00000000000
"MULTIPOINT ((331665.0 5672631.8369))",WEA_2342,1500.00000000000
"MULTIPOINT ((331182.0 5672841.8369))",WEA_2343,1500.00000000000
"MULTIPOINT ((331475.0 5672951.8369))",WEA_2344,1500.00000000000
"MULTIPOINT ((331729.0 5672941.8369))",WEA_2345,1500.00000000000
"MULTIPOINT ((331337.0 5672601.8369))",WEA_2346,1500.00000000000
"MULTIPOINT ((319625 5663640))",WEA_2351,2300.00000000000
"MULTIPOINT ((319914 5663620))",WEA_2352,2300.00000000000
"MULTIPOINT ((320051 5663350))",WEA_2353,2300.00000000000
"MULTIPOINT ((320394 5663440))",WEA_2354,2300.00000000000
"MULTIPOINT ((374984 5745030))",WEA_2368,80.00000000000
"MULTIPOINT ((400366 5683190))",WEA_2371,1500.00000000000
"MULTIPOINT ((298745 5646360))",WEA_2377,1000.00000000000
"MULTIPOINT ((299968 5645980))",WEA_2378,1000.00000000000
"MULTIPOINT ((336609 5710500))",WEA_2403,110.00000000000
"MULTIPOINT ((306512 5715450))",WEA_2407,110.00000000000
"MULTIPOINT ((308879 5739960))",WEA_2410,750.00000000000
"MULTIPOINT ((382897 5781840))",WEA_2413,80.00000000000
"MULTIPOINT ((326489.43 5706690.066))",WEA_2436,1500.00000000000
"MULTIPOINT ((327581.992 5706141.191))",WEA_2437,1500.00000000000
"MULTIPOINT ((304429 5716800))",WEA_2455,1500.00000000000
"MULTIPOINT ((375296 5726090))",WEA_2460,80.00000000000
"MULTIPOINT ((318157 5660080))",WEA_2463,1300.00000000000
"MULTIPOINT ((349154 5768390))",WEA_2469,60.00000000000
"MULTIPOINT ((333967 5748850))",WEA_2473,60.00000000000
"MULTIPOINT ((359858 5755640))",WEA_2474,60.00000000000
"MULTIPOINT ((346632 5750950))",WEA_2476,250.00000000000
"MULTIPOINT ((390370 5773100))",WEA_2479,80.00000000000
"MULTIPOINT ((375187 5763240))",WEA_2487,80.00000000000
"MULTIPOINT ((389380 5747210))",WEA_2488,80.00000000000
"MULTIPOINT ((299068 5651830))",WEA_2489,270.00000000000
"MULTIPOINT ((307966 5600760))",WEA_2512,1800.00000000000
"MULTIPOINT ((359867 5712260))",WEA_2514,80.00000000000
"MULTIPOINT ((377338 5756950))",WEA_2515,80.00000000000
"MULTIPOINT ((331145 5655680))",WEA_2516,1500.00000000000
"MULTIPOINT ((297571 5654640))",WEA_2537,2000.00000000000
"MULTIPOINT ((297582 5654890))",WEA_2538,2000.00000000000
"MULTIPOINT ((323961 5655500))",WEA_2558,2000.00000000000
"MULTIPOINT ((323828 5655700))",WEA_2559,2000.00000000000
"MULTIPOINT ((324518 5655530))",WEA_2560,2000.00000000000
"MULTIPOINT ((323612 5656130))",WEA_2561,2000.00000000000
"MULTIPOINT ((323741 5655920))",WEA_2562,2000.00000000000
"MULTIPOINT ((324060 5656190))",WEA_2564,2000.00000000000
"MULTIPOINT ((324096 5655300))",WEA_2566,2000.00000000000
"MULTIPOINT ((323864 5656350))",WEA_2568,2000.00000000000
"MULTIPOINT ((323688 5656520))",WEA_2569,2000.00000000000
"MULTIPOINT ((366022 5778200))",WEA_2575,2000.00000000000
"MULTIPOINT ((366454 5778720))",WEA_2576,2000.00000000000
"MULTIPOINT ((366105 5778660))",WEA_2577,2000.00000000000
"MULTIPOINT ((366442 5778460))",WEA_2578,2000.00000000000
"MULTIPOINT ((317660 5588650))",WEA_2587,500.00000000000
"MULTIPOINT ((324196 5649640))",WEA_2593,1500.00000000000
"MULTIPOINT ((324445 5649670))",WEA_2594,1500.00000000000
"MULTIPOINT ((369344 5688490))",WEA_2598,80.00000000000
"MULTIPOINT ((340662 5725940))",WEA_2608,75.00000000000
"MULTIPOINT ((311105 5745550))",WEA_2617,150.00000000000
"MULTIPOINT ((299047 5665470))",WEA_2631,80.00000000000
"MULTIPOINT ((322771 5692950))",WEA_2634,80.00000000000
"MULTIPOINT ((332874 5700390))",WEA_2653,35.00000000000
"MULTIPOINT ((316144 5658010))",WEA_2666,1000.00000000000
"MULTIPOINT ((316562 5658080))",WEA_2668,1000.00000000000
"MULTIPOINT ((316584 5657880))",WEA_2669,1000.00000000000
"MULTIPOINT ((324073 5704190))",WEA_2670,80.00000000000
"MULTIPOINT ((311051 5680690))",WEA_2691,1650.00000000000
"MULTIPOINT ((311280 5680580))",WEA_2692,1650.00000000000
"MULTIPOINT ((311436 5680390))",WEA_2693,1650.00000000000
"MULTIPOINT ((299755 5645720))",WEA_2714,1000.00000000000
"MULTIPOINT ((313160 5692620))",WEA_2735,1500.00000000000
"MULTIPOINT ((380599 5753850))",WEA_2742,300.00000000000
"MULTIPOINT ((486831.573 5778629.548))",WEA_2753,1500.00000000000
"MULTIPOINT ((311116 5680150))",WEA_2754,2000.00000000000
"MULTIPOINT ((327559 5703990))",WEA_2762,1500.00000000000
"MULTIPOINT ((327707 5703760))",WEA_2763,1500.00000000000
"MULTIPOINT ((296386 5741040))",WEA_2764,1115.00000000000
"MULTIPOINT ((354617 5724280))",WEA_2772,600.00000000000
"MULTIPOINT ((365138 5755590))",WEA_2773,1115.00000000000
"MULTIPOINT ((315026 5580360))",WEA_2807,1500.00000000000
"MULTIPOINT ((315143 5580140))",WEA_2808,1500.00000000000
"MULTIPOINT ((314900 5581410))",WEA_2810,1500.00000000000
"MULTIPOINT ((296945 5655810))",WEA_2820,600.00000000000
"MULTIPOINT ((313713 5677790))",WEA_2822,2000.00000000000
"MULTIPOINT ((313701 5677300))",WEA_2823,2000.00000000000
"MULTIPOINT ((314276 5677710))",WEA_2824,2000.00000000000
"MULTIPOINT ((372813 5749060))",WEA_2826,200.00000000000
"MULTIPOINT ((411228 5640670))",WEA_2844,800.00000000000
"MULTIPOINT ((367009 5664730))",WEA_2845,225.00000000000
"MULTIPOINT ((310602 5710170))",WEA_2846,110.00000000000
